Course Number,Course Title,URL,cluster,description,TRAIN
1.124J,Foundations of Software Engineering,https://ocw.mit.edu/courses/civil-and-environmental-engineering/1-124j-foundations-of-software-engineering-fall-2000,27,"This is a foundation subject in modern software development techniques for engineering and information technology. The design and development of component-based software (using C# and .NET) is covered; data structures and algorithms for modeling, analysis, and visualization; basic problem-solving techniques; web services; and the management and maintenance of software. Includes a treatment of topics such as sorting and searching algorithms; and numerical simulation techniques. Foundation for in-depth exploration of image processing, computational geometry, finite element methods, network methods and e-business applications. This course is a core requirement for the Information Technology M. Eng. program.

This class was also offered in Course 13 (Department of Ocean Engineering) as 13.470J. In 2005, ocean engineering subjects became part of Course 2 (Department of Mechanical Engineering), and the 13.470J designation was dropped in lieu of 2.159J.
","Foundations of Software Engineering This is a foundation subject in modern software development techniques for engineering and information technology. The design and development of component-based software (using C# and .NET) is covered; data structures and algorithms for modeling, analysis, and visualization; basic problem-solving techniques; web services; and the management and maintenance of software. Includes a treatment of topics such as sorting and searching algorithms; and numerical simulation techniques. Foundation for in-depth exploration of image processing, computational geometry, finite element methods, network methods and e-business applications. This course is a core requirement for the Information Technology M. Eng. program.

This class was also offered in Course 13 (Department of Ocean Engineering) as 13.470J. In 2005, ocean engineering subjects became part of Course 2 (Department of Mechanical Engineering), and the 13.470J designation was dropped in lieu of 2.159J.
"
1.126J,Pattern Recognition and Analysis,https://ocw.mit.edu/courses/media-arts-and-sciences/mas-622j-pattern-recognition-and-analysis-fall-2006,144,"This class deals with the fundamentals of characterizing and recognizing patterns and features of interest in numerical data. We discuss the basic tools and theory for signal understanding problems with applications to user modeling, affect recognition, speech recognition and understanding, computer vision, physiological analysis, and more. We also cover decision theory, statistical classification, maximum likelihood and Bayesian estimation, nonparametric methods, unsupervised learning and clustering. Additional topics on machine and human learning from active research are also talked about in the class.
","Pattern Recognition and Analysis This class deals with the fundamentals of characterizing and recognizing patterns and features of interest in numerical data. We discuss the basic tools and theory for signal understanding problems with applications to user modeling, affect recognition, speech recognition and understanding, computer vision, physiological analysis, and more. We also cover decision theory, statistical classification, maximum likelihood and Bayesian estimation, nonparametric methods, unsupervised learning and clustering. Additional topics on machine and human learning from active research are also talked about in the class.
"
1.128J,Computational Geometry,https://ocw.mit.edu/courses/mechanical-engineering/2-158j-computational-geometry-spring-2003,145,"Topics in surface modeling: b-splines, non-uniform rational b-splines, physically based deformable surfaces, sweeps and generalized cylinders, offsets, blending and filleting surfaces. Non-linear solvers and intersection problems. Solid modeling: constructive solid geometry, boundary representation, non-manifold and mixed-dimension boundary representation models, octrees. Robustness of geometric computations. Interval methods. Finite and boundary element discretization methods for continuum mechanics problems. Scientific visualization. Variational geometry. Tolerances. Inspection methods. Feature representation and recognition. Shape interrogation for design, analysis, and manufacturing. Involves analytical and programming assignments.

This course was originally offered in Course 13 (Department of Ocean Engineering) as 13.472J. In 2005, ocean engineering subjects became part of Course 2 (Department of Mechanical Engineering), and this course was renumbered 2.158J.
","Computational Geometry Topics in surface modeling: b-splines, non-uniform rational b-splines, physically based deformable surfaces, sweeps and generalized cylinders, offsets, blending and filleting surfaces. Non-linear solvers and intersection problems. Solid modeling: constructive solid geometry, boundary representation, non-manifold and mixed-dimension boundary representation models, octrees. Robustness of geometric computations. Interval methods. Finite and boundary element discretization methods for continuum mechanics problems. Scientific visualization. Variational geometry. Tolerances. Inspection methods. Feature representation and recognition. Shape interrogation for design, analysis, and manufacturing. Involves analytical and programming assignments.

This course was originally offered in Course 13 (Department of Ocean Engineering) as 13.472J. In 2005, ocean engineering subjects became part of Course 2 (Department of Mechanical Engineering), and this course was renumbered 2.158J.
"
1.13,"Wavelets, Filter Banks and Applications",https://ocw.mit.edu/courses/mathematics/18-327-wavelets-filter-banks-and-applications-spring-2003,475,"Wavelets are localized basis functions, good for representing short-time events. The coefficients at each scale are filtered and subsampled to give coefficients at the next scale. This is Mallat's pyramid algorithm for multiresolution, connecting wavelets to filter banks. Wavelets and multiscale algorithms for compression and signal/image processing are developed. Subject is project-based for engineering and scientific applications.
","Wavelets, Filter Banks and Applications Wavelets are localized basis functions, good for representing short-time events. The coefficients at each scale are filtered and subsampled to give coefficients at the next scale. This is Mallat's pyramid algorithm for multiresolution, connecting wavelets to filter banks. Wavelets and multiscale algorithms for compression and signal/image processing are developed. Subject is project-based for engineering and scientific applications.
"
1.133,Masters of Engineering Concepts of Engineering Practice,https://ocw.mit.edu/courses/civil-and-environmental-engineering/1-133-masters-of-engineering-concepts-of-engineering-practice-fall-2007,423,"This course is a core requirement for the Masters in Engineering program, designed to teach students about the roles of today's professional engineer and expose them to team-building skills through lectures, team workshops, and seminars. Topics include: written and oral communication, job placement skills, trends in the engineering and construction industry, risk analysis and risk management, managing public information, proposal preparation, project evaluation, project management, liability, professional ethics, and negotiation. The course draws on relevant large-scale projects to illustrate each component of the subject.
","Masters of Engineering Concepts of Engineering Practice This course is a core requirement for the Masters in Engineering program, designed to teach students about the roles of today's professional engineer and expose them to team-building skills through lectures, team workshops, and seminars. Topics include: written and oral communication, job placement skills, trends in the engineering and construction industry, risk analysis and risk management, managing public information, proposal preparation, project evaluation, project management, liability, professional ethics, and negotiation. The course draws on relevant large-scale projects to illustrate each component of the subject.
"
1.142J,Systems Optimization: Models and Computation (SMA 5223),https://ocw.mit.edu/courses/sloan-school-of-management/15-094j-systems-optimization-models-and-computation-sma-5223-spring-2004,97,"This class is an applications-oriented course covering the modeling of large-scale systems in decision-making domains and the optimization of such systems using state-of-the-art optimization tools. Application domains include: transportation and logistics planning, pattern classification and image processing, data mining, design of structures, scheduling in large systems, supply-chain management, financial engineering, and telecommunications systems planning. Modeling tools and techniques include linear, network, discrete and nonlinear optimization, heuristic methods, sensitivity and post-optimality analysis, decomposition methods for large-scale systems, and stochastic optimization.

This course was also taught as part of the [Singapore-MIT Alliance](http://web.mit.edu/sma/) (SMA) programme as course number SMA 5223 (System Optimisation: Models and Computation).
","Systems Optimization: Models and Computation (SMA 5223) This class is an applications-oriented course covering the modeling of large-scale systems in decision-making domains and the optimization of such systems using state-of-the-art optimization tools. Application domains include: transportation and logistics planning, pattern classification and image processing, data mining, design of structures, scheduling in large systems, supply-chain management, financial engineering, and telecommunications systems planning. Modeling tools and techniques include linear, network, discrete and nonlinear optimization, heuristic methods, sensitivity and post-optimality analysis, decomposition methods for large-scale systems, and stochastic optimization.

This course was also taught as part of the [Singapore-MIT Alliance](http://web.mit.edu/sma/) (SMA) programme as course number SMA 5223 (System Optimisation: Models and Computation).
"
1.145J,Engineering Economy Module,https://ocw.mit.edu/courses/engineering-systems-division/esd-70j-engineering-economy-module-fall-2009,599,"This intensive micro-subject provides the necessary skills in Microsoft® Excel spreadsheet modeling for ESD.71 _Engineering Systems Analysis for Design_. Its purpose is to bring entering students up to speed on some of the advanced techniques that we routinely use in analysis. It is motivated by our experience that many students only have an introductory knowledge of Excel, and thus waste a lot of time thrashing about unproductively. Many people think they know Excel, but overlook many efficient tools, such as Data Table and Goal Seek. It is also useful for a variety of other subjects.
","Engineering Economy Module This intensive micro-subject provides the necessary skills in Microsoft® Excel spreadsheet modeling for ESD.71 _Engineering Systems Analysis for Design_. Its purpose is to bring entering students up to speed on some of the advanced techniques that we routinely use in analysis. It is motivated by our experience that many students only have an introductory knowledge of Excel, and thus waste a lot of time thrashing about unproductively. Many people think they know Excel, but overlook many efficient tools, such as Data Table and Goal Seek. It is also useful for a variety of other subjects.
"
1.146,Engineering Systems Analysis for Design,https://ocw.mit.edu/courses/engineering-systems-division/esd-71-engineering-systems-analysis-for-design-fall-2008,303,"Engineering systems design must have the flexibility to take advantage of new opportunities while avoiding disasters. This subject develops ""real options"" analysis to create design flexibility and measure its value so that it can be incorporated into system optimization. It builds on essential concepts of system models, decision analysis, and financial concepts. Emphasis is placed on calculating value of real options with special attention given to efficient analysis and practical applications. The material is organized and presented to deal with the contextual reality of technological systems, that substantially distinguishes the analysis of real options in engineering systems from that of financial options.

##### Note

This MIT OpenCourseWare site is based on the materials from [Professor de Neufville's ESD.71 Web site](https://ardent.mit.edu/). Additional materials, updated as needed by Professor de Neufville, can be found there.
","Engineering Systems Analysis for Design Engineering systems design must have the flexibility to take advantage of new opportunities while avoiding disasters. This subject develops ""real options"" analysis to create design flexibility and measure its value so that it can be incorporated into system optimization. It builds on essential concepts of system models, decision analysis, and financial concepts. Emphasis is placed on calculating value of real options with special attention given to efficient analysis and practical applications. The material is organized and presented to deal with the contextual reality of technological systems, that substantially distinguishes the analysis of real options in engineering systems from that of financial options.

##### Note

This MIT OpenCourseWare site is based on the materials from [Professor de Neufville's ESD.71 Web site](https://ardent.mit.edu/). Additional materials, updated as needed by Professor de Neufville, can be found there.
"
1.151,Probability and Statistics in Engineering,https://ocw.mit.edu/courses/civil-and-environmental-engineering/1-151-probability-and-statistics-in-engineering-spring-2005,34,"This class covers quantitative analysis of uncertainty and risk for engineering applications. Fundamentals of probability, random processes, statistics, and decision analysis are covered, along with random variables and vectors, uncertainty propagation, conditional distributions, and second-moment analysis. System reliability is introduced. Other topics covered include Bayesian analysis and risk-based decision, estimation of distribution parameters, hypothesis testing, simple and multiple linear regressions, and Poisson and Markov processes. There is an emphasis placed on real-world applications to engineering problems.
","Probability and Statistics in Engineering This class covers quantitative analysis of uncertainty and risk for engineering applications. Fundamentals of probability, random processes, statistics, and decision analysis are covered, along with random variables and vectors, uncertainty propagation, conditional distributions, and second-moment analysis. System reliability is introduced. Other topics covered include Bayesian analysis and risk-based decision, estimation of distribution parameters, hypothesis testing, simple and multiple linear regressions, and Poisson and Markov processes. There is an emphasis placed on real-world applications to engineering problems.
"
1.155,Engineering Risk-Benefit Analysis,https://ocw.mit.edu/courses/engineering-systems-division/esd-72-engineering-risk-benefit-analysis-spring-2007,48,"ERBA (ESD.72) emphasizes three methodologies - reliability and probabilistic risk assessment (RPRA), decision analysis (DA), and cost-benefit analysis (CBA). In this class, the issues of interest are: the risks associated with large engineering projects such as nuclear power reactors, the International Space Station, and critical infrastructures; the development of new products; the design of processes and operations with environmental externalities; and infrastructure renewal projects.
","Engineering Risk-Benefit Analysis ERBA (ESD.72) emphasizes three methodologies - reliability and probabilistic risk assessment (RPRA), decision analysis (DA), and cost-benefit analysis (CBA). In this class, the issues of interest are: the risks associated with large engineering projects such as nuclear power reactors, the International Space Station, and critical infrastructures; the development of new products; the design of processes and operations with environmental externalities; and infrastructure renewal projects.
"
1.201J,Transportation Systems Analysis: Demand and Economics,https://ocw.mit.edu/courses/civil-and-environmental-engineering/1-201j-transportation-systems-analysis-demand-and-economics-fall-2008,5,"The main objective of this course is to give broad insight into the different facets of transportation systems, while providing a solid introduction to transportation demand and cost analyses. As part of the core in the Master of Science in Transportation program, the course will not focus on a specific transportation mode but will use the various modes to apply the theoretical and analytical concepts presented in the lectures and readings.

Introduces transportation systems analysis, stressing demand and economic aspects. Covers the key principles governing transportation planning, investment, operations and maintenance. Introduces the microeconomic concepts central to transportation systems. Topics covered include economic theories of the firm, the consumer, and the market, demand models, discrete choice analysis, cost models and production functions, and pricing theory. Application to transportation systems include congestion pricing, technological change, resource allocation, market structure and regulation, revenue forecasting, public and private transportation finance, and project evaluation; covering urban passenger transportation, freight, aviation and intelligent transportation systems.
","Transportation Systems Analysis: Demand and Economics The main objective of this course is to give broad insight into the different facets of transportation systems, while providing a solid introduction to transportation demand and cost analyses. As part of the core in the Master of Science in Transportation program, the course will not focus on a specific transportation mode but will use the various modes to apply the theoretical and analytical concepts presented in the lectures and readings.

Introduces transportation systems analysis, stressing demand and economic aspects. Covers the key principles governing transportation planning, investment, operations and maintenance. Introduces the microeconomic concepts central to transportation systems. Topics covered include economic theories of the firm, the consumer, and the market, demand models, discrete choice analysis, cost models and production functions, and pricing theory. Application to transportation systems include congestion pricing, technological change, resource allocation, market structure and regulation, revenue forecasting, public and private transportation finance, and project evaluation; covering urban passenger transportation, freight, aviation and intelligent transportation systems.
"
1.201J,Introduction to Transportation Systems,https://ocw.mit.edu/courses/civil-and-environmental-engineering/1-201j-introduction-to-transportation-systems-fall-2006,262,"1.201J/11.545J/ESD.210J is required for all first-year Master of Science in Transportation students. It would be of interest to, as well as accessible to, students in Urban Studies and Planning, Political Science, Technology and Policy, Management, and various engineering departments. It is a good subject for those who plan to take only one subject in transportation and serves as an entry point to other transportation subjects as well.

The subject focuses on fundamental principles of transportation systems, introduces transportation systems components and networks, and addresses how one invests in and operates them effectively. The tie between transportation and related systems is emphasized.
","Introduction to Transportation Systems 1.201J/11.545J/ESD.210J is required for all first-year Master of Science in Transportation students. It would be of interest to, as well as accessible to, students in Urban Studies and Planning, Political Science, Technology and Policy, Management, and various engineering departments. It is a good subject for those who plan to take only one subject in transportation and serves as an entry point to other transportation subjects as well.

The subject focuses on fundamental principles of transportation systems, introduces transportation systems components and networks, and addresses how one invests in and operates them effectively. The tie between transportation and related systems is emphasized.
"
1.203J,Logistical and Transportation Planning Methods,https://ocw.mit.edu/courses/civil-and-environmental-engineering/1-203j-logistical-and-transportation-planning-methods-fall-2006,126,"The class will cover quantitative techniques of Operations Research with emphasis on applications in transportation systems analysis (urban, air, ocean, highway, pick-up and delivery systems) and in the planning and design of logistically oriented urban service systems (e.g., fire and police departments, emergency medical services, emergency repair services). It presents a unified study of functions of random variables, geometrical probability, multi-server queueing theory, spatial location theory, network analysis and graph theory, and relevant methods of simulation. There will be discussion focused on the difficulty of implementation, among other topics.
","Logistical and Transportation Planning Methods The class will cover quantitative techniques of Operations Research with emphasis on applications in transportation systems analysis (urban, air, ocean, highway, pick-up and delivery systems) and in the planning and design of logistically oriented urban service systems (e.g., fire and police departments, emergency medical services, emergency repair services). It presents a unified study of functions of random variables, geometrical probability, multi-server queueing theory, spatial location theory, network analysis and graph theory, and relevant methods of simulation. There will be discussion focused on the difficulty of implementation, among other topics.
"
1.204,Computer Algorithms in Systems Engineering,https://ocw.mit.edu/courses/civil-and-environmental-engineering/1-204-computer-algorithms-in-systems-engineering-spring-2010,379,"This course covers concepts of computation used in analysis of engineering systems. It includes the following topics: data structures, relational database representations of engineering data, algorithms for the solution and optimization of engineering system designs (greedy, dynamic programming, branch and bound, graph algorithms, nonlinear optimization), and introduction to complexity analysis. Object-oriented, efficient implementations of algorithms are emphasized.
","Computer Algorithms in Systems Engineering This course covers concepts of computation used in analysis of engineering systems. It includes the following topics: data structures, relational database representations of engineering data, algorithms for the solution and optimization of engineering system designs (greedy, dynamic programming, branch and bound, graph algorithms, nonlinear optimization), and introduction to complexity analysis. Object-oriented, efficient implementations of algorithms are emphasized.
"
1.206J,Airline Schedule Planning,https://ocw.mit.edu/courses/civil-and-environmental-engineering/1-206j-airline-schedule-planning-spring-2003,212,"Explores a variety of models and optimization techniques for the solution of airline schedule planning and operations problems. Schedule design, fleet assignment, aircraft maintenance routing, crew scheduling, passenger mix, and other topics are covered. Recent models and algorithms addressing issues of model integration, robustness, and operations recovery are introduced. Modeling and solution techniques designed specifically for large-scale problems, and state-of-the-art applications of these techniques to airline problems are detailed.
","Airline Schedule Planning Explores a variety of models and optimization techniques for the solution of airline schedule planning and operations problems. Schedule design, fleet assignment, aircraft maintenance routing, crew scheduling, passenger mix, and other topics are covered. Recent models and algorithms addressing issues of model integration, robustness, and operations recovery are introduced. Modeling and solution techniques designed specifically for large-scale problems, and state-of-the-art applications of these techniques to airline problems are detailed.
"
1.212J,An Introduction to Intelligent Transportation Systems,https://ocw.mit.edu/courses/civil-and-environmental-engineering/1-212j-an-introduction-to-intelligent-transportation-systems-spring-2005,5,"Intelligent Transportation Systems (ITS) represent a major transition in transportation on many dimensions. This course considers ITS as a lens through which one can view many transportation and societal issues. ITS is an international program intended to improve the effectiveness and efficiency of surface transportation systems through advanced technologies in information systems, communications, and sensors. In the United States, ITS represents the major post-Interstate-era program for advancing surface transportation in highways and public transportation, and is potentially comparable to the air traffic control system in impact. The readings for the class come primarily from the instructor's own text: Sussman, Joseph. [_Perspectives on Intelligent Transportation Systems (ITS)_](http://www.springeronline.com/sgw/cda/frontpage/0,11855,4-40109-22-35352196-0,00.html). New York, NY: Springer, 2005. ISBN: 0387232575.
","An Introduction to Intelligent Transportation Systems Intelligent Transportation Systems (ITS) represent a major transition in transportation on many dimensions. This course considers ITS as a lens through which one can view many transportation and societal issues. ITS is an international program intended to improve the effectiveness and efficiency of surface transportation systems through advanced technologies in information systems, communications, and sensors. In the United States, ITS represents the major post-Interstate-era program for advancing surface transportation in highways and public transportation, and is potentially comparable to the air traffic control system in impact. The readings for the class come primarily from the instructor's own text: Sussman, Joseph. [_Perspectives on Intelligent Transportation Systems (ITS)_](http://www.springeronline.com/sgw/cda/frontpage/0,11855,4-40109-22-35352196-0,00.html). New York, NY: Springer, 2005. ISBN: 0387232575.
"
1.221J,Transportation Systems,https://ocw.mit.edu/courses/civil-and-environmental-engineering/1-221j-transportation-systems-fall-2004,449,"Approaching transportation as a complex, large-scale, integrated, open system (CLIOS), this course strives to be an interdisciplinary systems subject in the ""open"" sense. It introduces qualitative modeling ideas and various techniques and philosophies of modeling complex transportation enterprises. It also introduces conceptual frameworks for qualitative analysis, such as frameworks for regional strategic planning, institutional change analysis, and new technology development and deployment. And it covers transportation as a large-scale, integrated system that interacts directly with the social, political, and economic aspects of contemporary society. Fundamental elements and issues shaping traveler and freight transportation systems are covered, along with underlying principles governing transportation planning, investment, operations, and maintenance.
","Transportation Systems Approaching transportation as a complex, large-scale, integrated, open system (CLIOS), this course strives to be an interdisciplinary systems subject in the ""open"" sense. It introduces qualitative modeling ideas and various techniques and philosophies of modeling complex transportation enterprises. It also introduces conceptual frameworks for qualitative analysis, such as frameworks for regional strategic planning, institutional change analysis, and new technology development and deployment. And it covers transportation as a large-scale, integrated system that interacts directly with the social, political, and economic aspects of contemporary society. Fundamental elements and issues shaping traveler and freight transportation systems are covered, along with underlying principles governing transportation planning, investment, operations, and maintenance.
"
1.223J,"Transportation Policy, Strategy, and Management",https://ocw.mit.edu/courses/civil-and-environmental-engineering/1-223j-transportation-policy-strategy-and-management-fall-2004,5,"This class surveys the current concepts, theories, and issues in strategic management of transportation organizations. It provides transportation logistics and engineering systems students with an overview of the operating context, leadership challenges, strategies, and management tools that are used in today's public and private transportation organizations. The following concepts, tools, and issues are presented in both public and private sector cases: alternative models of decision-making, strategic planning (e.g., use of SWOT analysis and scenario development), stakeholder valuation and analysis, government-based regulation and cooperation within the transportation enterprise, disaster communications, systems safety, change management, and the impact of globalization.
","Transportation Policy, Strategy, and Management This class surveys the current concepts, theories, and issues in strategic management of transportation organizations. It provides transportation logistics and engineering systems students with an overview of the operating context, leadership challenges, strategies, and management tools that are used in today's public and private transportation organizations. The following concepts, tools, and issues are presented in both public and private sector cases: alternative models of decision-making, strategic planning (e.g., use of SWOT analysis and scenario development), stakeholder valuation and analysis, government-based regulation and cooperation within the transportation enterprise, disaster communications, systems safety, change management, and the impact of globalization.
"
1.224J,Carrier Systems,https://ocw.mit.edu/courses/civil-and-environmental-engineering/1-224j-carrier-systems-fall-2003,329,"Carrier systems involve the design, operation and management of transportation networks, assets, personnel, freight and passengers. In this course, we will present models and tools for analyzing, optimizing, planning, managing and controlling carrier systems.
","Carrier Systems Carrier systems involve the design, operation and management of transportation networks, assets, personnel, freight and passengers. In this course, we will present models and tools for analyzing, optimizing, planning, managing and controlling carrier systems.
"
1.225J,Transportation Flow Systems,https://ocw.mit.edu/courses/civil-and-environmental-engineering/1-225j-transportation-flow-systems-fall-2002,522,"Design, operation, and management of traffic flows over complex transportation networks are the foci of this course. It covers two major topics: traffic flow modeling and traffic flow operations. Sub-topics include deterministic and probabilistic models, elements of queuing theory, and traffic assignment. Concepts are illustrated through various applications and case studies. This is a half-term subject offered during the second half of the semester.
","Transportation Flow Systems Design, operation, and management of traffic flows over complex transportation networks are the foci of this course. It covers two major topics: traffic flow modeling and traffic flow operations. Sub-topics include deterministic and probabilistic models, elements of queuing theory, and traffic assignment. Concepts are illustrated through various applications and case studies. This is a half-term subject offered during the second half of the semester.
"
1.234J,Airline Management,https://ocw.mit.edu/courses/aeronautics-and-astronautics/16-75j-airline-management-spring-2006,116,"This course provides an overview of airline management decision processes with a focus on economic issues and their relationship to operations planning models and decision support tools. It emphasizes the application of economic models of demand, pricing, costs, and supply to airline markets and networks, and it examines industry practice and emerging methods for fleet planning, route network design, scheduling, pricing and revenue management.
","Airline Management This course provides an overview of airline management decision processes with a focus on economic issues and their relationship to operations planning models and decision support tools. It emphasizes the application of economic models of demand, pricing, costs, and supply to airline markets and networks, and it examines industry practice and emerging methods for fleet planning, route network design, scheduling, pricing and revenue management.
"
1.253J,Transportation Policy and Environmental Limits,https://ocw.mit.edu/courses/civil-and-environmental-engineering/1-253j-transportation-policy-and-environmental-limits-spring-2004,40,"Through a combination of lectures, cases, and class discussions this subject examines the economic and political conflict between transportation and the environment. It investigates the role of government regulation, green business and transportation policy as facilitators of economic development and environmental sustainability. It analyzes a variety of international policy problems including government-business relations; the role of interest groups, non-governmental organizations, and the public and media in the regulation of the automobile; sustainable development; global warming; the politics of risk and siting of transport facilities; environmental justice; equity; and transportation and public health in the urban metropolis. It provides students with an opportunity to apply transportation and planning methods to developing policy alternatives in the context of environmental politics.
","Transportation Policy and Environmental Limits Through a combination of lectures, cases, and class discussions this subject examines the economic and political conflict between transportation and the environment. It investigates the role of government regulation, green business and transportation policy as facilitators of economic development and environmental sustainability. It analyzes a variety of international policy problems including government-business relations; the role of interest groups, non-governmental organizations, and the public and media in the regulation of the automobile; sustainable development; global warming; the politics of risk and siting of transport facilities; environmental justice; equity; and transportation and public health in the urban metropolis. It provides students with an opportunity to apply transportation and planning methods to developing policy alternatives in the context of environmental politics.
"
1.259J,Transit Management,https://ocw.mit.edu/courses/civil-and-environmental-engineering/1-259j-transit-management-fall-2006,246,"This course discusses management methods of relevance to public transportation systems. Topics include strategic planning management, labor relations, maintenance planning and administration, financing, marketing and fare policy, and management information and decision support systems. The course shows how these general management tasks are dealt with in the transit industry and presents alternative strategies. It also identifies alternative arrangements for service provision, including different ways of involving the private sector in public transportation.
","Transit Management This course discusses management methods of relevance to public transportation systems. Topics include strategic planning management, labor relations, maintenance planning and administration, financing, marketing and fare policy, and management information and decision support systems. The course shows how these general management tasks are dealt with in the transit industry and presents alternative strategies. It also identifies alternative arrangements for service provision, including different ways of involving the private sector in public transportation.
"
1.260J,Logistics Systems,https://ocw.mit.edu/courses/engineering-systems-division/esd-260j-logistics-systems-fall-2006,266,"This subject is a survey of the fundamental analytic tools, approaches, and techniques which are useful in the design and operation of logistics systems and integrated supply chains. The material is taught from a managerial perspective, with an emphasis on where and how specific tools can be used to improve the overall performance and reduce the total cost of a supply chain. We place a strong emphasis on the development and use of fundamental models to illustrate the underlying concepts involved in both intra and inter-company logistics operations.

While our main objective is to develop and use models to help us analyze these situations, we will make heavy use of examples from industry to provide illustrations of the concepts in practice. This is neither a purely theoretical nor a case study course, but rather an analytical course that addresses real problems found in practice.
","Logistics Systems This subject is a survey of the fundamental analytic tools, approaches, and techniques which are useful in the design and operation of logistics systems and integrated supply chains. The material is taught from a managerial perspective, with an emphasis on where and how specific tools can be used to improve the overall performance and reduce the total cost of a supply chain. We place a strong emphasis on the development and use of fundamental models to illustrate the underlying concepts involved in both intra and inter-company logistics operations.

While our main objective is to develop and use models to help us analyze these situations, we will make heavy use of examples from industry to provide illustrations of the concepts in practice. This is neither a purely theoretical nor a case study course, but rather an analytical course that addresses real problems found in practice.
"
1.264J,"Database, Internet, and Systems Integration Technologies",https://ocw.mit.edu/courses/civil-and-environmental-engineering/1-264j-database-internet-and-systems-integration-technologies-fall-2013,226,"This course addresses information technology fundamentals, including project management and software processes, data modeling, UML, relational databases and SQL. Topics covered include internet technologies, such as XML, web services, and service-oriented architectures. This course provides an introduction to security and presents the fundamentals of telecommunications and includes a project that involves requirements / design, data model, database implementation, website, security and data network. No prior programming experience required.
","Database, Internet, and Systems Integration Technologies This course addresses information technology fundamentals, including project management and software processes, data modeling, UML, relational databases and SQL. Topics covered include internet technologies, such as XML, web services, and service-oriented architectures. This course provides an introduction to security and presents the fundamentals of telecommunications and includes a project that involves requirements / design, data model, database implementation, website, security and data network. No prior programming experience required.
"
1.270J,Logistics and Supply Chain Management,https://ocw.mit.edu/courses/engineering-systems-division/esd-273j-logistics-and-supply-chain-management-fall-2009,49,"This course surveys operations research models and techniques developed for a variety of problems arising in logistical planning of multi-echelon systems. There is a focus on planning models for production/inventory/distribution strategies in general multi-echelon multi-item systems. Topics include vehicle routing problems, dynamic lot sizing inventory models, stochastic and deterministic multi-echelon inventory systems, the bullwhip effect, pricing models, and integration problems arising in supply chain management. Probability and linear programming experience required.
","Logistics and Supply Chain Management This course surveys operations research models and techniques developed for a variety of problems arising in logistical planning of multi-echelon systems. There is a focus on planning models for production/inventory/distribution strategies in general multi-echelon multi-item systems. Topics include vehicle routing problems, dynamic lot sizing inventory models, stochastic and deterministic multi-echelon inventory systems, the bullwhip effect, pricing models, and integration problems arising in supply chain management. Probability and linear programming experience required.
"
1.273J,Supply Chain Planning,https://ocw.mit.edu/courses/sloan-school-of-management/15-762j-supply-chain-planning-spring-2011,49,"15.762J Supply Chain Planning focuses on effective supply chain strategies for companies that operate globally, with an emphasis on how to plan and integrate supply chain components into a coordinated system. Students are exposed to concepts and models important in supply chain planning with emphasis on key tradeoffs and phenomena. The course introduces and utilizes key tactics such as risk pooling and inventory placement, integrated planning and collaboration, and information sharing. Lectures, computer exercises, and case discussions introduce various models and methods for supply chain analysis and optimization.","Supply Chain Planning 15.762J Supply Chain Planning focuses on effective supply chain strategies for companies that operate globally, with an emphasis on how to plan and integrate supply chain components into a coordinated system. Students are exposed to concepts and models important in supply chain planning with emphasis on key tradeoffs and phenomena. The course introduces and utilizes key tactics such as risk pooling and inventory placement, integrated planning and collaboration, and information sharing. Lectures, computer exercises, and case discussions introduce various models and methods for supply chain analysis and optimization."
1.274J,Manufacturing System and Supply Chain Design,https://ocw.mit.edu/courses/sloan-school-of-management/15-763j-manufacturing-system-and-supply-chain-design-spring-2005,260,"15.763J focuses on decision making for system design, as it arises in manufacturing systems and supply chains. Students are exposed to frameworks and models for structuring the key issues and trade-offs. The class presents and discusses new opportunities, issues and concepts introduced by the internet and e-commerce. It also introduces various models, methods and software tools for logistics network design, capacity planning and flexibility, make-buy, and integration with product development. Industry applications and cases illustrate concepts and challenges. The class is recommended for anyone concentrating in Operations Management, and is a second half-term subject.
","Manufacturing System and Supply Chain Design 15.763J focuses on decision making for system design, as it arises in manufacturing systems and supply chains. Students are exposed to frameworks and models for structuring the key issues and trade-offs. The class presents and discusses new opportunities, issues and concepts introduced by the internet and e-commerce. It also introduces various models, methods and software tools for logistics network design, capacity planning and flexibility, make-buy, and integration with product development. Industry applications and cases illustrate concepts and challenges. The class is recommended for anyone concentrating in Operations Management, and is a second half-term subject.
"
1.284J,Analyzing and Accounting for Regional Economic Growth,https://ocw.mit.edu/courses/urban-studies-and-planning/11-481j-analyzing-and-accounting-for-regional-economic-growth-spring-2009,248,"This course focuses on alternative ways in which the issues of growth, restructuring, innovation, knowledge, learning, and accounting and measurements can be examined, covering both industrialized and emerging countries. We give special emphasis to recent transformations in regional economies throughout the world and to the implications these changes have for the theories and research methods used in spatial economic analyses. Readings will relate mainly to the United States, but we cover pertinent material on foreign countries in lectures.
","Analyzing and Accounting for Regional Economic Growth This course focuses on alternative ways in which the issues of growth, restructuring, innovation, knowledge, learning, and accounting and measurements can be examined, covering both industrialized and emerging countries. We give special emphasis to recent transformations in regional economies throughout the world and to the implications these changes have for the theories and research methods used in spatial economic analyses. Readings will relate mainly to the United States, but we cover pertinent material on foreign countries in lectures.
"
