Course ID,Discipline,Course Name,SME Name,Institute,Co-ordinating Institute,Duration,Type of course,Start date,End date,Exam date,Enrollment End date,Exam Registration End date,UG/PG,Core/Elective,FDP,Applicable NPTEL Domain,Click here to join the course,Old course URL,NPTEL URL,information,TRAIN,cluster
noc23-me102,Mechanical Engineering,advances in welding and joining technologies,Prof. Swarup Bag,IITG,IITG,8 Weeks,Rerun,"August 21, 2023","October 13, 2023","October 28, 2023","August 21, 2023","September 15, 2023",UG/PG,Elective,Yes,Materials Joining,https://onlinecourses.nptel.ac.in/noc23_me102/preview,https://onlinecourses.nptel.ac.in/noc22_me124/preview,https://nptel.ac.in/courses/112103244,ABOUT THE COURSE:    The progress of several welding and joining processes is ever increasing with the development of new materials and their application in modern technologies. The micro joining and nano joining is even more challenging area with the development of miniature components. This course is primarily designed from fundamental understanding to the most recent advances in welding and joining technologies. The syllabus is oriented to the advancement of the joining technologies which is different from conventional welding and joining processes. The modules cover almost all the direction of joining technologies and it is blended with fundamental development to the recent technologies. Audience will be able to develop fundamental understanding on different perspective and recent development in this field through the lectures and reinforce their knowledge by solving assignments. This course is presented in a lucid and simplified way to make it enjoyable to the beginners.              INTENDED AUDIENCE:   Bachelor/Master/PhD students having background in Mechanical/Material Science/Metallurgical engineering/ Production  Engineering/Manufacturing Technology          PREREQUISITES:         There are no pre-requisites in educational qualification.,Mechanical Engineeringadvances in welding and joining technologiesABOUT THE COURSE:    The progress of several welding and joining processes is ever increasing with the development of new materials and their application in modern technologies. The micro joining and nano joining is even more challenging area with the development of miniature components. This course is primarily designed from fundamental understanding to the most recent advances in welding and joining technologies. The syllabus is oriented to the advancement of the joining technologies which is different from conventional welding and joining processes. The modules cover almost all the direction of joining technologies and it is blended with fundamental development to the recent technologies. Audience will be able to develop fundamental understanding on different perspective and recent development in this field through the lectures and reinforce their knowledge by solving assignments. This course is presented in a lucid and simplified way to make it enjoyable to the beginners.              INTENDED AUDIENCE:   Bachelor/Master/PhD students having background in Mechanical/Material Science/Metallurgical engineering/ Production  Engineering/Manufacturing Technology          PREREQUISITES:         There are no pre-requisites in educational qualification.,0
noc23-me103,Mechanical Engineering,aircraft propulsion,Prof. Vinayak N. Kulkarni,IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Core,Yes,"Energy Systems
Propulsion",https://onlinecourses.nptel.ac.in/noc23_me103/preview,https://onlinecourses.nptel.ac.in/noc22_me125/preview,https://nptel.ac.in/courses/112103281,"ABOUT THE COURSE:      This course deals with the gas power cycles for aircraft propulsion. Therefore different types of aircraft engines, their parts and their performance parameters are discusses. Then the cycle analysis and its different attachment for improvisation are also focused. Further, different parts of aircraft engines like compressor, turbines, combustor and nozzle are discussed in detail.                  INTENDED AUDIENCE:     Undergraduate students of Aerospace and Mechanical engg. (5th semester onwards) and  postgraduate students specializing in the thermofluids/Fluid Mechanics/Automobiles; industry personnel associated with aerospace engineering; faculty members associated with Mechanical /Aerospace engg.                  PREREQUISITES:     Basic UG-level Fluid Mechanics and Thermodynamics.","Mechanical Engineeringaircraft propulsionABOUT THE COURSE:      This course deals with the gas power cycles for aircraft propulsion. Therefore different types of aircraft engines, their parts and their performance parameters are discusses. Then the cycle analysis and its different attachment for improvisation are also focused. Further, different parts of aircraft engines like compressor, turbines, combustor and nozzle are discussed in detail.                  INTENDED AUDIENCE:     Undergraduate students of Aerospace and Mechanical engg. (5th semester onwards) and  postgraduate students specializing in the thermofluids/Fluid Mechanics/Automobiles; industry personnel associated with aerospace engineering; faculty members associated with Mechanical /Aerospace engg.                  PREREQUISITES:     Basic UG-level Fluid Mechanics and Thermodynamics.",414
noc23-me104,Mechanical Engineering,Introduction to Statistics,"Prof. Niranjan Sahoo
 Prof. Pranab K. Mondal",IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG,Core,No,"Energy Systems
Propulsion",https://onlinecourses.nptel.ac.in/noc23_me104/preview,https://onlinecourses.nptel.ac.in/noc22_me120/preview,https://nptel.ac.in/courses/112103307,"ABOUT THE COURSE:    “Applied Thermodynamics” is a topic of fundamental interest to Mechanical Engineering and Energy  Engineering disciplines. This course provides theoretical and thermodynamic background for steam  and gas power cycle, refrigeration cycle, psychometric principles, internal combustion engine and gas  turbine engine cycles, aircraft and rocket propulsion cycles. Prior to these topic, few lectures are  devoted towards basic engineering thermodynamic fundamentals. The syllabus is framed with respect  to guidelines of “Mechanical/Energy Engineering” UG course curriculum for respective engineering  disciplines across the country. The methodical online teaching, problem solving approach and online  evaluation will help the candidate for credit transfer for their course curriculum.","Mechanical EngineeringIntroduction to StatisticsABOUT THE COURSE:    “Applied Thermodynamics” is a topic of fundamental interest to Mechanical Engineering and Energy  Engineering disciplines. This course provides theoretical and thermodynamic background for steam  and gas power cycle, refrigeration cycle, psychometric principles, internal combustion engine and gas  turbine engine cycles, aircraft and rocket propulsion cycles. Prior to these topic, few lectures are  devoted towards basic engineering thermodynamic fundamentals. The syllabus is framed with respect  to guidelines of “Mechanical/Energy Engineering” UG course curriculum for respective engineering  disciplines across the country. The methodical online teaching, problem solving approach and online  evaluation will help the candidate for credit transfer for their course curriculum.",544
noc23-me105,Mechanical Engineering,automation in manufacturing,Prof. Shrikrishna N. Joshi,IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,Manufacturing Processes and Technology,https://onlinecourses.nptel.ac.in/noc23_me105/preview,https://onlinecourses.nptel.ac.in/noc22_me123/preview,https://nptel.ac.in/courses/112103293,"ABOUT THE COURSE:        Manufacturing industry contributes a major share in the GDP of our country. Application of automated systems is certainly improving the productivity of the manufacturing industry. In view of this, a course on “Automation in Manufacturing” is designed with the primary focus on the design and development of automated systems in the manufacturing. Initially the course introduces various automated systems being used in the manufacturing industry. Then the building blocks of a typical automated system are described. It presents a study on the principle of operation and construction details of sensors/transducers, actuators, drives and mechanisms, hydraulic and pneumatic systems. It also covers up the microprocessor technology, programming and CNC technology. The contents are lucidly presented with real-life examples. Case studies based on manufacturing industry applications are presented.        INTENDED AUDIENCE :     UG, PG students of Mechanical, Production, Industrial Engineering, Mechatronics Engineering. Practicing engineers.          PREREQUISITES      :     Knowledge of basic electronics and electrical engineering.              INDUSTRIES  SUPPORT :     All automobile manufacturing, mobile phone manufacturing industry, aviation industry","Mechanical Engineeringautomation in manufacturingABOUT THE COURSE:        Manufacturing industry contributes a major share in the GDP of our country. Application of automated systems is certainly improving the productivity of the manufacturing industry. In view of this, a course on “Automation in Manufacturing” is designed with the primary focus on the design and development of automated systems in the manufacturing. Initially the course introduces various automated systems being used in the manufacturing industry. Then the building blocks of a typical automated system are described. It presents a study on the principle of operation and construction details of sensors/transducers, actuators, drives and mechanisms, hydraulic and pneumatic systems. It also covers up the microprocessor technology, programming and CNC technology. The contents are lucidly presented with real-life examples. Case studies based on manufacturing industry applications are presented.        INTENDED AUDIENCE :     UG, PG students of Mechanical, Production, Industrial Engineering, Mechatronics Engineering. Practicing engineers.          PREREQUISITES      :     Knowledge of basic electronics and electrical engineering.              INDUSTRIES  SUPPORT :     All automobile manufacturing, mobile phone manufacturing industry, aviation industry",432
noc23-me106,Mechanical Engineering,computational continuum mechanics,Prof. Sachin Singh Gautam,IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",PG,Elective,Yes,"Advanced Dynamics and Vibration
Computational Thermo Fluids
Advanced Mechanics
Computational Mechanics",https://onlinecourses.nptel.ac.in/noc23_me106/preview,https://onlinecourses.nptel.ac.in/noc22_me116/preview,https://nptel.ac.in/courses/112103296,"ABOUT THE COURSE:        Continuum mechanics as a full-fledged course is a very interesting but a challenging subject. Usually,its application within the nonlinear finite element codes is not clear to the student. Computational continuum mechanics tries to bridge this gap. Hence, it can be treated as an applied version of continuum mechanics course. It assumes no prior exposure to continuum mechanics. The course starts with sufficient introduction to tensors, kinematics, and kinetics. Then, the course applies these concepts to set up the constitutive relations for nonlinear finite element analysis of a simple hyperelastic material. This is followed by the linearization of the weak form of the equilibrium equations followed by discretization to obtain the finite element equations, in particular, the tangent matrices and residual vectors is discussed. Finally, the Newton-Raphson solution procedure is discussed along with line search and arc length methods to enhance the solution procedure.          INTENDED AUDIENCE :     Masters student and research scholars          PREREQUISITES     :     Introduction to Solid Mechanics I and II, A undergraduate course in Engineering Mathematics. Exposure to undergraduate course on numerical methods will be an added advantage.              INDUSTRIES SUPPORT :     VSSC, ISRO, Siemens India Limited, Ansys India or any firm involved in R&amp;D involving finite element analysis","Mechanical Engineeringcomputational continuum mechanicsABOUT THE COURSE:        Continuum mechanics as a full-fledged course is a very interesting but a challenging subject. Usually,its application within the nonlinear finite element codes is not clear to the student. Computational continuum mechanics tries to bridge this gap. Hence, it can be treated as an applied version of continuum mechanics course. It assumes no prior exposure to continuum mechanics. The course starts with sufficient introduction to tensors, kinematics, and kinetics. Then, the course applies these concepts to set up the constitutive relations for nonlinear finite element analysis of a simple hyperelastic material. This is followed by the linearization of the weak form of the equilibrium equations followed by discretization to obtain the finite element equations, in particular, the tangent matrices and residual vectors is discussed. Finally, the Newton-Raphson solution procedure is discussed along with line search and arc length methods to enhance the solution procedure.          INTENDED AUDIENCE :     Masters student and research scholars          PREREQUISITES     :     Introduction to Solid Mechanics I and II, A undergraduate course in Engineering Mathematics. Exposure to undergraduate course on numerical methods will be an added advantage.              INDUSTRIES SUPPORT :     VSSC, ISRO, Siemens India Limited, Ansys India or any firm involved in R&amp;D involving finite element analysis",504
noc23-me107,Mechanical Engineering,finite element method: variational methods to computer programming,"Prof. Atanu Banerjee 
 Prof. Arup Nandy",IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Core/Elective,Yes,"Advanced Mechanics
Computational Mechanics
Computational Engineering",https://onlinecourses.nptel.ac.in/noc23_me107/preview,https://onlinecourses.nptel.ac.in/noc22_me112/preview,https://nptel.ac.in/courses/112103295,"ABOUT THE COURSE:        Finite Element Method (FEM) is one of the most popular numerical method to boundary and initial value problems. One distinct feature of FEM is that it can be generalized to the domains of any arbitrary geometry. Theory of FEM is developed on Variational methods. In this course, finite element formulations will be derived from the governing partial differential equation of different physical systems based on Variational methods. It will start with one-dimensional Bar, Beam, Truss, Frame elements; and will be extended to two-dimensional structural, and thermal problems. The framework of standard master element in both 1D and 2D will be followed, so that transformation for any arbitrary geometry is well understood. Two dimensional formulation will be represented in Tensorial framework, after building necessary background in Tensor calculus. Most importantly for every element, the basic code for computer implementation will be provided and explained with step-by-step clarification. We will also elaborately present how to prepare a generalized FEM code with first hand implementation.        INTENDED AUDIENCE :     Final year Under Graduate Students, First year Post Graduate Students          PREREQUISITES :     Solid Mechanics, Engineering Mathematics: Linear Algebra, Vector Calculus              INDUSTRIES  SUPPORT  :     DRDO, ISRO, BARC, GE, Automobile and Aviation industries","Mechanical Engineeringfinite element method: variational methods to computer programmingABOUT THE COURSE:        Finite Element Method (FEM) is one of the most popular numerical method to boundary and initial value problems. One distinct feature of FEM is that it can be generalized to the domains of any arbitrary geometry. Theory of FEM is developed on Variational methods. In this course, finite element formulations will be derived from the governing partial differential equation of different physical systems based on Variational methods. It will start with one-dimensional Bar, Beam, Truss, Frame elements; and will be extended to two-dimensional structural, and thermal problems. The framework of standard master element in both 1D and 2D will be followed, so that transformation for any arbitrary geometry is well understood. Two dimensional formulation will be represented in Tensorial framework, after building necessary background in Tensor calculus. Most importantly for every element, the basic code for computer implementation will be provided and explained with step-by-step clarification. We will also elaborately present how to prepare a generalized FEM code with first hand implementation.        INTENDED AUDIENCE :     Final year Under Graduate Students, First year Post Graduate Students          PREREQUISITES :     Solid Mechanics, Engineering Mathematics: Linear Algebra, Vector Calculus              INDUSTRIES  SUPPORT  :     DRDO, ISRO, BARC, GE, Automobile and Aviation industries",109
noc23-me108,Mechanical Engineering,laser based manufacturing,Prof. S. N. Joshi,IITG,IITG,8 Weeks,Rerun,"August 21, 2023","October 13, 2023","October 29, 2023","August 21, 2023","September 15, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_me108/preview,https://onlinecourses.nptel.ac.in/noc22_me92/preview,https://nptel.ac.in/courses/112103312,"About the Course:        This is a basic course on applications of laser technology in manufacturing. The subject laser technology has a very wide range of applications in the product development, manufacturing, surface engineering, and instrumentation. The course emphasizes the fundamental concepts of the laser technology viz. principle of working, characteristics, types, monitoring and control. There is a comprehensive coverage of physical concepts, process characteristics, mathematical formulations along with examples of various laser based manufacturing processes such as of laser machining (cutting), laser forming, laser welding, laser surface treatment and laser based additive manufacturing. There is a state-of-the-art description of newer and advanced applications of the lasers in industry. This course will be very useful to the students, practicing engineers and researchers. After completion of the course, the students will have a strong foundation on laser technology and will be able to apply the basic principles, process characteristics in the practical scenarios.                  INTENDED AUDIENCE:     B. Tech., M. Tech. and Ph D students of Mechanical / Manufacturing / Production/Industrial Engineering, practicing engineers in small and medium scale industry and tool rooms                  PREREQUISITES:     Should have knowledge of fundamental manufacturing processes.                   INDUSTRY SUPPORT:     All Small Scale Industries (SSIs). Companies and research labs of automotive; aerospace; defense; and MEMS sectors. Tool Rooms.","Mechanical Engineeringlaser based manufacturingAbout the Course:        This is a basic course on applications of laser technology in manufacturing. The subject laser technology has a very wide range of applications in the product development, manufacturing, surface engineering, and instrumentation. The course emphasizes the fundamental concepts of the laser technology viz. principle of working, characteristics, types, monitoring and control. There is a comprehensive coverage of physical concepts, process characteristics, mathematical formulations along with examples of various laser based manufacturing processes such as of laser machining (cutting), laser forming, laser welding, laser surface treatment and laser based additive manufacturing. There is a state-of-the-art description of newer and advanced applications of the lasers in industry. This course will be very useful to the students, practicing engineers and researchers. After completion of the course, the students will have a strong foundation on laser technology and will be able to apply the basic principles, process characteristics in the practical scenarios.                  INTENDED AUDIENCE:     B. Tech., M. Tech. and Ph D students of Mechanical / Manufacturing / Production/Industrial Engineering, practicing engineers in small and medium scale industry and tool rooms                  PREREQUISITES:     Should have knowledge of fundamental manufacturing processes.                   INDUSTRY SUPPORT:     All Small Scale Industries (SSIs). Companies and research labs of automotive; aerospace; defense; and MEMS sectors. Tool Rooms.",520
noc23-me109,Mechanical Engineering,mathematical modeling of manufacturing processes,Prof. Swarup Bag,IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,Manufacturing Processes and Technology,https://onlinecourses.nptel.ac.in/noc23_me109/preview,https://onlinecourses.nptel.ac.in/noc22_me117/preview,https://nptel.ac.in/courses/112103273,"ABOUT THE COURSE:    The understanding of the basic mechanism such as heat and mass transport with associated fluid flow including metallurgical transformation, distortion and residual stress generation in different manufacturing processes is the focus of this course. Understanding the complex interaction not only helps to develop mathematical model, it makes the foundation for analysis, numerical simulation at different scale and experimentation for different types of manufacturing processes. The development of computational models for a manufacturing process relies on mathematical expression of the governing mechanism. It helps to design relevant experiments and drives to find the data to be obtained. Mutual understanding between analytical/numerical and experimental results leads to better insight of the basic manufacturing processes that impact on the improvement of existing process and directs for the development of new process. However, this course is completely different from statistical or data driven modeling approach. This course emphasized on the understanding of the most general to advanced manufacturing processes based on scientific principle. The complex mechanism is presented in a simplified way to understand the subject at elementary level. The broad impact is that the students will be able to develop physics based computational model of manufacturing process using standard commercial package (However, this course does not intend to cover the learning of the commercial software).                  INTENDED AUDIENCE  : Bachelor/Master/PhD students having background in Mechanical/Material Science/Metallurgical engineering/Production Engineering/Manufacturing Technology.","Mechanical Engineeringmathematical modeling of manufacturing processesABOUT THE COURSE:    The understanding of the basic mechanism such as heat and mass transport with associated fluid flow including metallurgical transformation, distortion and residual stress generation in different manufacturing processes is the focus of this course. Understanding the complex interaction not only helps to develop mathematical model, it makes the foundation for analysis, numerical simulation at different scale and experimentation for different types of manufacturing processes. The development of computational models for a manufacturing process relies on mathematical expression of the governing mechanism. It helps to design relevant experiments and drives to find the data to be obtained. Mutual understanding between analytical/numerical and experimental results leads to better insight of the basic manufacturing processes that impact on the improvement of existing process and directs for the development of new process. However, this course is completely different from statistical or data driven modeling approach. This course emphasized on the understanding of the most general to advanced manufacturing processes based on scientific principle. The complex mechanism is presented in a simplified way to understand the subject at elementary level. The broad impact is that the students will be able to develop physics based computational model of manufacturing process using standard commercial package (However, this course does not intend to cover the learning of the commercial software).                  INTENDED AUDIENCE  : Bachelor/Master/PhD students having background in Mechanical/Material Science/Metallurgical engineering/Production Engineering/Manufacturing Technology.",56
noc23-me110,Mechanical Engineering,steam power engineering,Prof. Vinayak N. Kulkarni,IITG,IITG,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG,Core,No,Energy Systems,https://onlinecourses.nptel.ac.in/noc23_me110/preview,https://onlinecourses.nptel.ac.in/noc22_me118/preview,https://nptel.ac.in/courses/112103277,"ABOUT THE COURSE:    This course deals with the steam power plants. One part of the course is about simple steam power cycle, reheat, regeneration and superheating. Further actual cycle with component efficiencies would also be discussed. Then each component of the plant is discussed detail. Initially, types of steam generators and their parts highlighted. Then steam turbine, its type, efficiency and arrangements are focused. Thus this course would provide an understanding on electricity generation or transportation application using steam as working medium.            INTENDED AUDIENCE:   Undergraduate students of Mechanical engineering. (5 th semester onwards), industry personnel associated from thermal power plant; faculty members associated with Mechanical /Chemical/ Automobile engineering.            PREREQUISITES:    Basic UG-level Thermodynamics","Mechanical Engineeringsteam power engineeringABOUT THE COURSE:    This course deals with the steam power plants. One part of the course is about simple steam power cycle, reheat, regeneration and superheating. Further actual cycle with component efficiencies would also be discussed. Then each component of the plant is discussed detail. Initially, types of steam generators and their parts highlighted. Then steam turbine, its type, efficiency and arrangements are focused. Thus this course would provide an understanding on electricity generation or transportation application using steam as working medium.            INTENDED AUDIENCE:   Undergraduate students of Mechanical engineering. (5 th semester onwards), industry personnel associated from thermal power plant; faculty members associated with Mechanical /Chemical/ Automobile engineering.            PREREQUISITES:    Basic UG-level Thermodynamics",71
noc23-me111,Mechanical Engineering,welding application technology,Prof. Pankaj Biswas,IITG,IITG,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Core,Yes,"Manufacturing Processes and Technology
Product Design",https://onlinecourses.nptel.ac.in/noc23_me111/preview,https://onlinecourses.nptel.ac.in/noc22_me121/preview,https://nptel.ac.in/courses/112103305,"ABOUT THE COURSE:      The name of the course is Welding Application Technology. As the name implies in this
course I will try to cover the fundamental overview of the traditional/ industrial welding
technology especially those welding processes which are widely used in manufacturing
industries. I will also try to cover the detail concepts of design and analysis of welding joints,
heat treatment and weld induced residual stresses &amp; distortions and its measurement. This
will help the participants to understand and apply this knowledge of welding in practice for
various industrial applications. It will also encourage academic participants to increase the
research interest in the field of welding. In this present course the primary focus is on basic
fundamental of welding and its importance in industries.          The brief overview of the course content can be stated like; this course will cover the
industrial relevance of welding processes. It will give the fundamental knowledge of various
important welding processes which includes most of the important fusion welding, solid state
welding (i.e. Friction Welding, FSW etc.) and solid-liquid state welding (i.e. Shouldering and
Brazing). It will also cover the importance and applications of all these welding techniques.
This course will highlight the safety precautions to be followed in different welding
techniques.          This course also will cover the basic concepts of weld induced residual stresses and
distortions. In this course, the concepts of different residual stresses measurements techniques
will be provided. This course also will provide the fundamental concepts of residual stresses
and distortions mitigation techniques. This course also will provide the basic fundamental
concept on design and analysis of welding joints. This course includes most of the important
topics related to static analysis of welded joints which included ‘Design and Analysis of Butt
and Fillet Welds Joints, Strength Calculation of Parallel &amp; Transverse Fillet Welds, Analysis
of Eccentrically Loaded Welded Joint, Analysis of Welded Joint Subjected to Bending
Moment’.                    INTENDED AUDIENCE       :  Students (UG and PG); Participant from any manufacturing
industry                PREREQUISITES       : BE/BTech In Mechanical/Production/
Manufacturing Sciences/Power Plannt Engg/ Naval And
Arcitucture Engg              INDUSTRY SUPPORT       :  Nil (But if any manufacturing industry participant want to
participate then the can be allowed.)","Mechanical Engineeringwelding application technologyABOUT THE COURSE:      The name of the course is Welding Application Technology. As the name implies in this
course I will try to cover the fundamental overview of the traditional/ industrial welding
technology especially those welding processes which are widely used in manufacturing
industries. I will also try to cover the detail concepts of design and analysis of welding joints,
heat treatment and weld induced residual stresses &amp; distortions and its measurement. This
will help the participants to understand and apply this knowledge of welding in practice for
various industrial applications. It will also encourage academic participants to increase the
research interest in the field of welding. In this present course the primary focus is on basic
fundamental of welding and its importance in industries.          The brief overview of the course content can be stated like; this course will cover the
industrial relevance of welding processes. It will give the fundamental knowledge of various
important welding processes which includes most of the important fusion welding, solid state
welding (i.e. Friction Welding, FSW etc.) and solid-liquid state welding (i.e. Shouldering and
Brazing). It will also cover the importance and applications of all these welding techniques.
This course will highlight the safety precautions to be followed in different welding
techniques.          This course also will cover the basic concepts of weld induced residual stresses and
distortions. In this course, the concepts of different residual stresses measurements techniques
will be provided. This course also will provide the fundamental concepts of residual stresses
and distortions mitigation techniques. This course also will provide the basic fundamental
concept on design and analysis of welding joints. This course includes most of the important
topics related to static analysis of welded joints which included ‘Design and Analysis of Butt
and Fillet Welds Joints, Strength Calculation of Parallel &amp; Transverse Fillet Welds, Analysis
of Eccentrically Loaded Welded Joint, Analysis of Welded Joint Subjected to Bending
Moment’.                    INTENDED AUDIENCE       :  Students (UG and PG); Participant from any manufacturing
industry                PREREQUISITES       : BE/BTech In Mechanical/Production/
Manufacturing Sciences/Power Plannt Engg/ Naval And
Arcitucture Engg              INDUSTRY SUPPORT       :  Nil (But if any manufacturing industry participant want to
participate then the can be allowed.)",0
noc23-me112,Mechanical Engineering,fundamentals of additive manufacturing technologies,Prof. Sajan Kapil,IITG,IITG,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,"Manufacturing Processes and Technology
Product Design",https://onlinecourses.nptel.ac.in/noc23_me112/preview,https://onlinecourses.nptel.ac.in/noc22_me122/preview,https://nptel.ac.in/courses/112103306,"ABOUT THE COURSE:    The progress of additive manufacturing processes is ever increasing with the development of the digital platform in the manufacturing sector, which is essential for the growth of modern technologies. This course is primarily designed for fundamental understanding of different additive manufacturing technologies for realizing the metallic and non-metallic objects. The syllabus is oriented to cover from basic understanding to practical applications of this technology to develop the products. Therefore, the academic people, as well as the industrial practitioner both, will be benefitted from this course. The special emphasis is given to link computer interface with the digital manufacturing process and their demonstration using commercially available software. The modules cover almost all the direction of additive manufacturing technologies, and it is blended with fundamental development to the recent technologies. The audience will be able to develop a fundamental understanding of different perspectives and recent development in this field through the lectures, skill development through demonstration, and reinforce their knowledge by solving assignments. This course is presented in a lucid and simplified way to make it enjoyable to the beginners.        INTENDED AUDIENCE :   Bachelor/Master/PhD students having background in Mechanical Engineering/Production Engineering/Manufacturing Technology","Mechanical Engineeringfundamentals of additive manufacturing technologiesABOUT THE COURSE:    The progress of additive manufacturing processes is ever increasing with the development of the digital platform in the manufacturing sector, which is essential for the growth of modern technologies. This course is primarily designed for fundamental understanding of different additive manufacturing technologies for realizing the metallic and non-metallic objects. The syllabus is oriented to cover from basic understanding to practical applications of this technology to develop the products. Therefore, the academic people, as well as the industrial practitioner both, will be benefitted from this course. The special emphasis is given to link computer interface with the digital manufacturing process and their demonstration using commercially available software. The modules cover almost all the direction of additive manufacturing technologies, and it is blended with fundamental development to the recent technologies. The audience will be able to develop a fundamental understanding of different perspectives and recent development in this field through the lectures, skill development through demonstration, and reinforce their knowledge by solving assignments. This course is presented in a lucid and simplified way to make it enjoyable to the beginners.        INTENDED AUDIENCE :   Bachelor/Master/PhD students having background in Mechanical Engineering/Production Engineering/Manufacturing Technology",56
noc23-me113,Mechanical Engineering,experimental modal analysis,Subodh V. Modak,IITD,IITD,12 Weeks,New,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_me113/preview,,https://nptel.ac.in/courses/112102318,"ABOUT THE COURSE:      This course is about the fundamentals and basic concepts of Experimental Modal Analysis (EMA) and its applications. EMA, also known as Modal Testing, is a technique for experimentally determining the natural frequencies, mode shapes, and damping factors of a physical system or structure. One primary application of EMA is for the avoidance of resonant operation and troubleshooting vibration and noise problems. Another important application is in validating and updating structural dynamic FE models. EMA also enables deriving an experimental mathematical model of a physical system, which can be used for response simulation, force identification, structural modification, and structural control. The course will start from the theoretical basis of EMA, followed by signal processing for modal analysis. Then it will cover how the frequency and impulse response functions (FRFs and IRFs) can be measured by exciting the structure and measuring the input force and output response and how the modal parameters can be estimated from these measured FRFs and IRFs. In the end, the course will briefly cover Phase resonance testing, Operational Modal Analysis, and applications of EMA.  
            INTENDED AUDIENCE:        • BE/B. Tech/ME/M. Tech/MS/PhD students of Mechanical, Aerospace, Automotive, Civil, and Naval architecture disciplines    • Practicing engineers and professionals  
            PREREQUISITES:     Basic mechanics      
            INDUSTRY SUPPORT:     Automotive, aerospace, machine tool, and marine industries; Modal testing is widely used in many other industries, and they also may be interested.","Mechanical Engineeringexperimental modal analysisABOUT THE COURSE:      This course is about the fundamentals and basic concepts of Experimental Modal Analysis (EMA) and its applications. EMA, also known as Modal Testing, is a technique for experimentally determining the natural frequencies, mode shapes, and damping factors of a physical system or structure. One primary application of EMA is for the avoidance of resonant operation and troubleshooting vibration and noise problems. Another important application is in validating and updating structural dynamic FE models. EMA also enables deriving an experimental mathematical model of a physical system, which can be used for response simulation, force identification, structural modification, and structural control. The course will start from the theoretical basis of EMA, followed by signal processing for modal analysis. Then it will cover how the frequency and impulse response functions (FRFs and IRFs) can be measured by exciting the structure and measuring the input force and output response and how the modal parameters can be estimated from these measured FRFs and IRFs. In the end, the course will briefly cover Phase resonance testing, Operational Modal Analysis, and applications of EMA.  
            INTENDED AUDIENCE:        • BE/B. Tech/ME/M. Tech/MS/PhD students of Mechanical, Aerospace, Automotive, Civil, and Naval architecture disciplines    • Practicing engineers and professionals  
            PREREQUISITES:     Basic mechanics      
            INDUSTRY SUPPORT:     Automotive, aerospace, machine tool, and marine industries; Modal testing is widely used in many other industries, and they also may be interested.",466
noc23-me114,Mechanical Engineering,fluid mechanics and its applications,Prof. Vijay Gupta,IITD,IITD,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG,Core,No,,https://onlinecourses.nptel.ac.in/noc23_me114/preview,https://onlinecourses.nptel.ac.in/noc22_ch26/preview,https://nptel.ac.in/courses/103102211,"ABOUT THE COURSE :    This course introduces the subject of fluid mechanics from the conceptual and applications point of view. While it covers  all the material required for GATE, it adds interesting insights into applications of fluid mechanics (without advanced  mathematics), more than what is covered in most books in fluid mechanics.            PRE-REQUISITE          :  First year math courses             INDUSTRY SUPPORT     :  It is a core course            INTENDED AUDIENCE     :  Undergraduate students; Students preparing for GATE","Mechanical Engineeringfluid mechanics and its applicationsABOUT THE COURSE :    This course introduces the subject of fluid mechanics from the conceptual and applications point of view. While it covers  all the material required for GATE, it adds interesting insights into applications of fluid mechanics (without advanced  mathematics), more than what is covered in most books in fluid mechanics.            PRE-REQUISITE          :  First year math courses             INDUSTRY SUPPORT     :  It is a core course            INTENDED AUDIENCE     :  Undergraduate students; Students preparing for GATE",23
